Sampling_Event,Date,Mesocosm,Treatment,Species,Abundance
T3,2016-02-19,4,FP,Mastoglogia.pseduosmithii,0.000
T3,2016-02-19,19,FP,Mastoglogia.pseduosmithii,0.000
T3,2016-02-19,9,S,Mastoglogia.pseduosmithii,0.000
T3,2016-02-19,13,S,Mastoglogia.pseduosmithii,0.190
T3,2016-02-19,21,S,Mastoglogia.pseduosmithii,0.000
T3,2016-02-19,12,SP,Mastoglogia.pseduosmithii,0.110
T3,2016-02-19,16,SP,Mastoglogia.pseduosmithii,0.830
T3,2016-02-19,23,SP,Mastoglogia.pseduosmithii,0.010
T4,2016-07-10,1,F,Mastoglogia.pseduosmithii,0.000
T4,2016-07-10,6,F,Mastoglogia.pseduosmithii,0.000
T4,2016-07-10,18,F,Mastoglogia.pseduosmithii,0.010
T4,2016-07-10,8,FP,Mastoglogia.pseduosmithii,0.000
T4,2016-07-10,19,FP,Mastoglogia.pseduosmithii,0.000
T4,2016-07-10,9,S,Mastoglogia.pseduosmithii,0.000
T4,2016-07-10,13,S,Mastoglogia.pseduosmithii,0.020
T4,2016-07-10,21,S,Mastoglogia.pseduosmithii,0.000
T4,2016-07-10,11,SP,Mastoglogia.pseduosmithii,0.060
T4,2016-07-10,16,SP,Mastoglogia.pseduosmithii,0.030
T1,2015-05-22,1,F,Mastogloia.vmsp01,0.000
T1,2015-05-22,17,F,Mastogloia.vmsp01,0.000
T1,2015-05-22,18,F,Mastogloia.vmsp01,0.000
T1,2015-05-22,4,FP,Mastogloia.vmsp01,0.000
T1,2015-05-22,8,FP,Mastogloia.vmsp01,0.000
T1,2015-05-22,19,FP,Mastogloia.vmsp01,0.000
T1,2015-05-22,9,S,Mastogloia.vmsp01,0.000
T1,2015-05-22,14,S,Mastogloia.vmsp01,0.000
T1,2015-05-22,21,S,Mastogloia.vmsp01,0.000
T1,2015-05-22,12,SP,Mastogloia.vmsp01,0.000
T1,2015-05-22,16,SP,Mastogloia.vmsp01,0.000
T1,2015-05-22,24,SP,Mastogloia.vmsp01,0.000
T2,2015-08-18,5,F,Mastogloia.vmsp01,0.000
T2,2015-08-18,6,F,Mastogloia.vmsp01,0.000
T2,2015-08-18,18,F,Mastogloia.vmsp01,0.000
T2,2015-08-18,4,FP,Mastogloia.vmsp01,0.000
T2,2015-08-18,7,FP,Mastogloia.vmsp01,0.000
T2,2015-08-18,19,FP,Mastogloia.vmsp01,0.000
T2,2015-08-18,9,S,Mastogloia.vmsp01,0.000
T2,2015-08-18,10,S,Mastogloia.vmsp01,0.000
T2,2015-08-18,13,S,Mastogloia.vmsp01,0.000
T2,2015-08-18,12,SP,Mastogloia.vmsp01,0.000
T2,2015-08-18,15,SP,Mastogloia.vmsp01,0.000
T2,2015-08-18,24,SP,Mastogloia.vmsp01,0.000
T3,2016-02-19,1,F,Mastogloia.vmsp01,0.000
T3,2016-02-19,6,F,Mastogloia.vmsp01,0.000
T3,2016-02-19,18,F,Mastogloia.vmsp01,0.000
T3,2016-02-19,4,FP,Mastogloia.vmsp01,0.000
T3,2016-02-19,19,FP,Mastogloia.vmsp01,0.000
T3,2016-02-19,9,S,Mastogloia.vmsp01,0.010
T3,2016-02-19,13,S,Mastogloia.vmsp01,0.010
T3,2016-02-19,21,S,Mastogloia.vmsp01,0.020
T3,2016-02-19,12,SP,Mastogloia.vmsp01,0.000
T3,2016-02-19,16,SP,Mastogloia.vmsp01,0.000
T3,2016-02-19,23,SP,Mastogloia.vmsp01,0.000
T4,2016-07-10,1,F,Mastogloia.vmsp01,0.000
T4,2016-07-10,6,F,Mastogloia.vmsp01,0.000
T4,2016-07-10,18,F,Mastogloia.vmsp01,0.000
T4,2016-07-10,8,FP,Mastogloia.vmsp01,0.000
T4,2016-07-10,19,FP,Mastogloia.vmsp01,0.000
T4,2016-07-10,9,S,Mastogloia.vmsp01,0.000
T4,2016-07-10,13,S,Mastogloia.vmsp01,0.020
T4,2016-07-10,21,S,Mastogloia.vmsp01,0.000
T4,2016-07-10,11,SP,Mastogloia.vmsp01,0.000
T4,2016-07-10,16,SP,Mastogloia.vmsp01,0.000
T1,2015-05-22,1,F,Navicula.cryptotenella.morph,0.020
T1,2015-05-22,17,F,Navicula.cryptotenella.morph,0.080
T1,2015-05-22,18,F,Navicula.cryptotenella.morph,0.040
T1,2015-05-22,4,FP,Navicula.cryptotenella.morph,0.040
T1,2015-05-22,8,FP,Navicula.cryptotenella.morph,0.190
T1,2015-05-22,19,FP,Navicula.cryptotenella.morph,0.020
T1,2015-05-22,9,S,Navicula.cryptotenella.morph,0.010
T1,2015-05-22,14,S,Navicula.cryptotenella.morph,0.150
T1,2015-05-22,21,S,Navicula.cryptotenella.morph,0.060
T1,2015-05-22,12,SP,Navicula.cryptotenella.morph,0.060
T1,2015-05-22,16,SP,Navicula.cryptotenella.morph,0.000
T1,2015-05-22,24,SP,Navicula.cryptotenella.morph,0.030
T2,2015-08-18,5,F,Navicula.cryptotenella.morph,0.100
T2,2015-08-18,6,F,Navicula.cryptotenella.morph,0.020
T2,2015-08-18,18,F,Navicula.cryptotenella.morph,0.050
T2,2015-08-18,4,FP,Navicula.cryptotenella.morph,0.140
T2,2015-08-18,7,FP,Navicula.cryptotenella.morph,0.050
T2,2015-08-18,19,FP,Navicula.cryptotenella.morph,0.000
T2,2015-08-18,9,S,Navicula.cryptotenella.morph,0.010
T2,2015-08-18,10,S,Navicula.cryptotenella.morph,0.000
T2,2015-08-18,13,S,Navicula.cryptotenella.morph,0.000
T2,2015-08-18,12,SP,Navicula.cryptotenella.morph,0.000
T2,2015-08-18,15,SP,Navicula.cryptotenella.morph,0.000
T2,2015-08-18,24,SP,Navicula.cryptotenella.morph,0.000
T3,2016-02-19,1,F,Navicula.cryptotenella.morph,0.050
T3,2016-02-19,6,F,Navicula.cryptotenella.morph,0.000
T3,2016-02-19,18,F,Navicula.cryptotenella.morph,0.000
T3,2016-02-19,4,FP,Navicula.cryptotenella.morph,0.020
T3,2016-02-19,19,FP,Navicula.cryptotenella.morph,0.050
T3,2016-02-19,9,S,Navicula.cryptotenella.morph,0.000
T3,2016-02-19,13,S,Navicula.cryptotenella.morph,0.000
T3,2016-02-19,21,S,Navicula.cryptotenella.morph,0.000
T3,2016-02-19,12,SP,Navicula.cryptotenella.morph,0.000
T3,2016-02-19,16,SP,Navicula.cryptotenella.morph,0.000
T3,2016-02-19,23,SP,Navicula.cryptotenella.morph,0.020
T4,2016-07-10,1,F,Navicula.cryptotenella.morph,0.000
T4,2016-07-10,6,F,Navicula.cryptotenella.morph,0.020
T4,2016-07-10,18,F,Navicula.cryptotenella.morph,0.000
T4,2016-07-10,8,FP,Navicula.cryptotenella.morph,0.000
T4,2016-07-10,19,FP,Navicula.cryptotenella.morph,0.130
T4,2016-07-10,9,S,Navicula.cryptotenella.morph,0.000
T4,2016-07-10,13,S,Navicula.cryptotenella.morph,0.000
T4,2016-07-10,21,S,Navicula.cryptotenella.morph,0.010
T4,2016-07-10,11,SP,Navicula.cryptotenella.morph,0.000
T4,2016-07-10,16,SP,Navicula.cryptotenella.morph,0.000
T1,2015-05-22,1,F,Navicula.radiosa,0.000
T1,2015-05-22,17,F,Navicula.radiosa,0.000
T1,2015-05-22,18,F,Navicula.radiosa,0.010
T1,2015-05-22,4,FP,Navicula.radiosa,0.000
T1,2015-05-22,8,FP,Navicula.radiosa,0.000
T1,2015-05-22,19,FP,Navicula.radiosa,0.000
T1,2015-05-22,9,S,Navicula.radiosa,0.000
T1,2015-05-22,14,S,Navicula.radiosa,0.000
T1,2015-05-22,21,S,Navicula.radiosa,0.000
T1,2015-05-22,12,SP,Navicula.radiosa,0.000
T1,2015-05-22,16,SP,Navicula.radiosa,0.000
T1,2015-05-22,24,SP,Navicula.radiosa,0.000
T2,2015-08-18,5,F,Navicula.radiosa,0.000
T2,2015-08-18,6,F,Navicula.radiosa,0.000
T2,2015-08-18,18,F,Navicula.radiosa,0.000
T2,2015-08-18,4,FP,Navicula.radiosa,0.000
T2,2015-08-18,7,FP,Navicula.radiosa,0.010
T2,2015-08-18,19,FP,Navicula.radiosa,0.000
T2,2015-08-18,9,S,Navicula.radiosa,0.000
T2,2015-08-18,10,S,Navicula.radiosa,0.000
T2,2015-08-18,13,S,Navicula.radiosa,0.000
T2,2015-08-18,12,SP,Navicula.radiosa,0.000
T2,2015-08-18,15,SP,Navicula.radiosa,0.000
T2,2015-08-18,24,SP,Navicula.radiosa,0.000
T3,2016-02-19,1,F,Navicula.radiosa,0.000
T3,2016-02-19,6,F,Navicula.radiosa,0.000
T3,2016-02-19,18,F,Navicula.radiosa,0.000
T3,2016-02-19,4,FP,Navicula.radiosa,0.000
T3,2016-02-19,19,FP,Navicula.radiosa,0.000
T3,2016-02-19,9,S,Navicula.radiosa,0.000
T3,2016-02-19,13,S,Navicula.radiosa,0.000
T3,2016-02-19,21,S,Navicula.radiosa,0.000
T3,2016-02-19,12,SP,Navicula.radiosa,0.000
T3,2016-02-19,16,SP,Navicula.radiosa,0.000
T3,2016-02-19,23,SP,Navicula.radiosa,0.000
T4,2016-07-10,1,F,Navicula.radiosa,0.000
T4,2016-07-10,6,F,Navicula.radiosa,0.000
T4,2016-07-10,18,F,Navicula.radiosa,0.000
T4,2016-07-10,8,FP,Navicula.radiosa,0.000
T4,2016-07-10,19,FP,Navicula.radiosa,0.000
T4,2016-07-10,9,S,Navicula.radiosa,0.000
T4,2016-07-10,13,S,Navicula.radiosa,0.000
T4,2016-07-10,21,S,Navicula.radiosa,0.000
T4,2016-07-10,11,SP,Navicula.radiosa,0.000
T4,2016-07-10,16,SP,Navicula.radiosa,0.000
T1,2015-05-22,1,F,Navicula.radiosafallax,0.000
T1,2015-05-22,17,F,Navicula.radiosafallax,0.000
T1,2015-05-22,18,F,Navicula.radiosafallax,0.000
T1,2015-05-22,4,FP,Navicula.radiosafallax,0.000
T1,2015-05-22,8,FP,Navicula.radiosafallax,0.000
T1,2015-05-22,19,FP,Navicula.radiosafallax,0.000
T1,2015-05-22,9,S,Navicula.radiosafallax,0.000
T1,2015-05-22,14,S,Navicula.radiosafallax,0.000
T1,2015-05-22,21,S,Navicula.radiosafallax,0.000
T1,2015-05-22,12,SP,Navicula.radiosafallax,0.000
T1,2015-05-22,16,SP,Navicula.radiosafallax,0.000
T1,2015-05-22,24,SP,Navicula.radiosafallax,0.000
T2,2015-08-18,5,F,Navicula.radiosafallax,0.000
T2,2015-08-18,6,F,Navicula.radiosafallax,0.000
T2,2015-08-18,18,F,Navicula.radiosafallax,0.000
T2,2015-08-18,4,FP,Navicula.radiosafallax,0.000
T2,2015-08-18,7,FP,Navicula.radiosafallax,0.000
T2,2015-08-18,19,FP,Navicula.radiosafallax,0.000
T2,2015-08-18,9,S,Navicula.radiosafallax,0.000
T2,2015-08-18,10,S,Navicula.radiosafallax,0.000
T2,2015-08-18,13,S,Navicula.radiosafallax,0.000
T2,2015-08-18,12,SP,Navicula.radiosafallax,0.000
T2,2015-08-18,15,SP,Navicula.radiosafallax,0.000
T2,2015-08-18,24,SP,Navicula.radiosafallax,0.000
T3,2016-02-19,1,F,Navicula.radiosafallax,0.000
T3,2016-02-19,6,F,Navicula.radiosafallax,0.000
T3,2016-02-19,18,F,Navicula.radiosafallax,0.000
T3,2016-02-19,4,FP,Navicula.radiosafallax,0.000
T3,2016-02-19,19,FP,Navicula.radiosafallax,0.000
T3,2016-02-19,9,S,Navicula.radiosafallax,0.000
T3,2016-02-19,13,S,Navicula.radiosafallax,0.000
T3,2016-02-19,21,S,Navicula.radiosafallax,0.000
T3,2016-02-19,12,SP,Navicula.radiosafallax,0.000
T3,2016-02-19,16,SP,Navicula.radiosafallax,0.000
T3,2016-02-19,23,SP,Navicula.radiosafallax,0.000
T4,2016-07-10,1,F,Navicula.radiosafallax,0.000
T4,2016-07-10,6,F,Navicula.radiosafallax,0.000
T4,2016-07-10,18,F,Navicula.radiosafallax,0.000
T4,2016-07-10,8,FP,Navicula.radiosafallax,0.000
T4,2016-07-10,19,FP,Navicula.radiosafallax,0.000
T4,2016-07-10,9,S,Navicula.radiosafallax,0.000
T4,2016-07-10,13,S,Navicula.radiosafallax,0.000
T4,2016-07-10,21,S,Navicula.radiosafallax,0.000
T4,2016-07-10,11,SP,Navicula.radiosafallax,0.000
T4,2016-07-10,16,SP,Navicula.radiosafallax,0.000
T1,2015-05-22,1,F,Navicula.salinicola,0.000
T1,2015-05-22,17,F,Navicula.salinicola,0.000
T1,2015-05-22,18,F,Navicula.salinicola,0.000
T1,2015-05-22,4,FP,Navicula.salinicola,0.000
T1,2015-05-22,8,FP,Navicula.salinicola,0.000
T1,2015-05-22,19,FP,Navicula.salinicola,0.000
T1,2015-05-22,9,S,Navicula.salinicola,0.020
T1,2015-05-22,14,S,Navicula.salinicola,0.000
T1,2015-05-22,21,S,Navicula.salinicola,0.000
T1,2015-05-22,12,SP,Navicula.salinicola,0.000
T1,2015-05-22,16,SP,Navicula.salinicola,0.000
T1,2015-05-22,24,SP,Navicula.salinicola,0.010
T2,2015-08-18,5,F,Navicula.salinicola,0.000
T2,2015-08-18,6,F,Navicula.salinicola,0.000
T2,2015-08-18,18,F,Navicula.salinicola,0.000
T2,2015-08-18,4,FP,Navicula.salinicola,0.000
T2,2015-08-18,7,FP,Navicula.salinicola,0.000
T2,2015-08-18,19,FP,Navicula.salinicola,0.000
T2,2015-08-18,9,S,Navicula.salinicola,0.000
T2,2015-08-18,10,S,Navicula.salinicola,0.000
T2,2015-08-18,13,S,Navicula.salinicola,0.000
T2,2015-08-18,12,SP,Navicula.salinicola,0.130
T2,2015-08-18,15,SP,Navicula.salinicola,0.030
T2,2015-08-18,24,SP,Navicula.salinicola,0.100
T3,2016-02-19,1,F,Navicula.salinicola,0.000
T3,2016-02-19,6,F,Navicula.salinicola,0.000
T3,2016-02-19,18,F,Navicula.salinicola,0.000
T3,2016-02-19,4,FP,Navicula.salinicola,0.000
T3,2016-02-19,19,FP,Navicula.salinicola,0.000
T3,2016-02-19,9,S,Navicula.salinicola,0.020
T3,2016-02-19,13,S,Navicula.salinicola,0.020
T3,2016-02-19,21,S,Navicula.salinicola,0.040
T3,2016-02-19,12,SP,Navicula.salinicola,0.140
T3,2016-02-19,16,SP,Navicula.salinicola,0.070
T3,2016-02-19,23,SP,Navicula.salinicola,0.150
T4,2016-07-10,1,F,Navicula.salinicola,0.000
T4,2016-07-10,6,F,Navicula.salinicola,0.000
T4,2016-07-10,18,F,Navicula.salinicola,0.000
T4,2016-07-10,8,FP,Navicula.salinicola,0.000
T4,2016-07-10,19,FP,Navicula.salinicola,0.000
T4,2016-07-10,9,S,Navicula.salinicola,0.040
T4,2016-07-10,13,S,Navicula.salinicola,0.030
T4,2016-07-10,21,S,Navicula.salinicola,0.030
T4,2016-07-10,11,SP,Navicula.salinicola,0.010
T4,2016-07-10,16,SP,Navicula.salinicola,0.010
T1,2015-05-22,1,F,Navicula.salinarum,0.000
T1,2015-05-22,17,F,Navicula.salinarum,0.000
T1,2015-05-22,18,F,Navicula.salinarum,0.000
T1,2015-05-22,4,FP,Navicula.salinarum,0.000
T1,2015-05-22,8,FP,Navicula.salinarum,0.010
T1,2015-05-22,19,FP,Navicula.salinarum,0.000
T1,2015-05-22,9,S,Navicula.salinarum,0.000
T1,2015-05-22,14,S,Navicula.salinarum,0.000
T1,2015-05-22,21,S,Navicula.salinarum,0.000
T1,2015-05-22,12,SP,Navicula.salinarum,0.000
T1,2015-05-22,16,SP,Navicula.salinarum,0.000
T1,2015-05-22,24,SP,Navicula.salinarum,0.000
T2,2015-08-18,5,F,Navicula.salinarum,0.000
T2,2015-08-18,6,F,Navicula.salinarum,0.000
T2,2015-08-18,18,F,Navicula.salinarum,0.000
T2,2015-08-18,4,FP,Navicula.salinarum,0.000
T2,2015-08-18,7,FP,Navicula.salinarum,0.000
T2,2015-08-18,19,FP,Navicula.salinarum,0.000
T2,2015-08-18,9,S,Navicula.salinarum,0.000
T2,2015-08-18,10,S,Navicula.salinarum,0.000
T2,2015-08-18,13,S,Navicula.salinarum,0.000
T2,2015-08-18,12,SP,Navicula.salinarum,0.000
T2,2015-08-18,15,SP,Navicula.salinarum,0.000
T2,2015-08-18,24,SP,Navicula.salinarum,0.000
T3,2016-02-19,1,F,Navicula.salinarum,0.000
T3,2016-02-19,6,F,Navicula.salinarum,0.000
T3,2016-02-19,18,F,Navicula.salinarum,0.000
T3,2016-02-19,4,FP,Navicula.salinarum,0.000
T3,2016-02-19,19,FP,Navicula.salinarum,0.000
T3,2016-02-19,9,S,Navicula.salinarum,0.000
T3,2016-02-19,13,S,Navicula.salinarum,0.000
T3,2016-02-19,21,S,Navicula.salinarum,0.000
T3,2016-02-19,12,SP,Navicula.salinarum,0.000
T3,2016-02-19,16,SP,Navicula.salinarum,0.000
T3,2016-02-19,23,SP,Navicula.salinarum,0.000
T4,2016-07-10,1,F,Navicula.salinarum,0.000
T4,2016-07-10,6,F,Navicula.salinarum,0.000
T4,2016-07-10,18,F,Navicula.salinarum,0.000
T4,2016-07-10,8,FP,Navicula.salinarum,0.000
T4,2016-07-10,19,FP,Navicula.salinarum,0.010
T4,2016-07-10,9,S,Navicula.salinarum,0.000
T4,2016-07-10,13,S,Navicula.salinarum,0.000
T4,2016-07-10,21,S,Navicula.salinarum,0.000
T4,2016-07-10,11,SP,Navicula.salinarum,0.000
T4,2016-07-10,16,SP,Navicula.salinarum,0.000
T1,2015-05-22,1,F,Navicula.vmsp03,0.000
T1,2015-05-22,17,F,Navicula.vmsp03,0.010
T1,2015-05-22,18,F,Navicula.vmsp03,0.000
T1,2015-05-22,4,FP,Navicula.vmsp03,0.000
T1,2015-05-22,8,FP,Navicula.vmsp03,0.000
T1,2015-05-22,19,FP,Navicula.vmsp03,0.000
T1,2015-05-22,9,S,Navicula.vmsp03,0.000
T1,2015-05-22,14,S,Navicula.vmsp03,0.000
T1,2015-05-22,21,S,Navicula.vmsp03,0.000
T1,2015-05-22,12,SP,Navicula.vmsp03,0.000
T1,2015-05-22,16,SP,Navicula.vmsp03,0.000
T1,2015-05-22,24,SP,Navicula.vmsp03,0.000
T2,2015-08-18,5,F,Navicula.vmsp03,0.010
T2,2015-08-18,6,F,Navicula.vmsp03,0.000
T2,2015-08-18,18,F,Navicula.vmsp03,0.000
T2,2015-08-18,4,FP,Navicula.vmsp03,0.010
T2,2015-08-18,7,FP,Navicula.vmsp03,0.000
T2,2015-08-18,19,FP,Navicula.vmsp03,0.000
T2,2015-08-18,9,S,Navicula.vmsp03,0.000
T2,2015-08-18,10,S,Navicula.vmsp03,0.000
T2,2015-08-18,13,S,Navicula.vmsp03,0.000
T2,2015-08-18,12,SP,Navicula.vmsp03,0.000
T2,2015-08-18,15,SP,Navicula.vmsp03,0.000
T2,2015-08-18,24,SP,Navicula.vmsp03,0.000
T3,2016-02-19,1,F,Navicula.vmsp03,0.000
T3,2016-02-19,6,F,Navicula.vmsp03,0.000
T3,2016-02-19,18,F,Navicula.vmsp03,0.000
T3,2016-02-19,4,FP,Navicula.vmsp03,0.000
T3,2016-02-19,19,FP,Navicula.vmsp03,0.000
T3,2016-02-19,9,S,Navicula.vmsp03,0.000
T3,2016-02-19,13,S,Navicula.vmsp03,0.000
T3,2016-02-19,21,S,Navicula.vmsp03,0.000
T3,2016-02-19,12,SP,Navicula.vmsp03,0.000
T3,2016-02-19,16,SP,Navicula.vmsp03,0.000
T3,2016-02-19,23,SP,Navicula.vmsp03,0.000
T4,2016-07-10,1,F,Navicula.vmsp03,0.000
T4,2016-07-10,6,F,Navicula.vmsp03,0.000
T4,2016-07-10,18,F,Navicula.vmsp03,0.000
T4,2016-07-10,8,FP,Navicula.vmsp03,0.000
T4,2016-07-10,19,FP,Navicula.vmsp03,0.000
T4,2016-07-10,9,S,Navicula.vmsp03,0.000
T4,2016-07-10,13,S,Navicula.vmsp03,0.000
T4,2016-07-10,21,S,Navicula.vmsp03,0.000
T4,2016-07-10,11,SP,Navicula.vmsp03,0.000
T4,2016-07-10,16,SP,Navicula.vmsp03,0.000
T1,2015-05-22,1,F,Navicula.vmsp5,0.000
T1,2015-05-22,17,F,Navicula.vmsp5,0.000
T1,2015-05-22,18,F,Navicula.vmsp5,0.000
T1,2015-05-22,4,FP,Navicula.vmsp5,0.000
T1,2015-05-22,8,FP,Navicula.vmsp5,0.000
T1,2015-05-22,19,FP,Navicula.vmsp5,0.000
T1,2015-05-22,9,S,Navicula.vmsp5,0.010
T1,2015-05-22,14,S,Navicula.vmsp5,0.000
T1,2015-05-22,21,S,Navicula.vmsp5,0.000
T1,2015-05-22,12,SP,Navicula.vmsp5,0.000
T1,2015-05-22,16,SP,Navicula.vmsp5,0.000
T1,2015-05-22,24,SP,Navicula.vmsp5,0.000
T2,2015-08-18,5,F,Navicula.vmsp5,0.000
T2,2015-08-18,6,F,Navicula.vmsp5,0.000
T2,2015-08-18,18,F,Navicula.vmsp5,0.000
T2,2015-08-18,4,FP,Navicula.vmsp5,0.000
T2,2015-08-18,7,FP,Navicula.vmsp5,0.000
T2,2015-08-18,19,FP,Navicula.vmsp5,0.000
T2,2015-08-18,9,S,Navicula.vmsp5,0.000
T2,2015-08-18,10,S,Navicula.vmsp5,0.000
T2,2015-08-18,13,S,Navicula.vmsp5,0.000
T2,2015-08-18,12,SP,Navicula.vmsp5,0.000
T2,2015-08-18,15,SP,Navicula.vmsp5,0.000
T2,2015-08-18,24,SP,Navicula.vmsp5,0.000
T3,2016-02-19,1,F,Navicula.vmsp5,0.000
T3,2016-02-19,6,F,Navicula.vmsp5,0.000
T3,2016-02-19,18,F,Navicula.vmsp5,0.000
T3,2016-02-19,4,FP,Navicula.vmsp5,0.000
T3,2016-02-19,19,FP,Navicula.vmsp5,0.000
T3,2016-02-19,9,S,Navicula.vmsp5,0.000
T3,2016-02-19,13,S,Navicula.vmsp5,0.000
T3,2016-02-19,21,S,Navicula.vmsp5,0.000
T3,2016-02-19,12,SP,Navicula.vmsp5,0.000
T3,2016-02-19,16,SP,Navicula.vmsp5,0.000
T3,2016-02-19,23,SP,Navicula.vmsp5,0.000
T4,2016-07-10,1,F,Navicula.vmsp5,0.000
T4,2016-07-10,6,F,Navicula.vmsp5,0.000
T4,2016-07-10,18,F,Navicula.vmsp5,0.000
T4,2016-07-10,8,FP,Navicula.vmsp5,0.000
T4,2016-07-10,19,FP,Navicula.vmsp5,0.000
T4,2016-07-10,9,S,Navicula.vmsp5,0.000
T4,2016-07-10,13,S,Navicula.vmsp5,0.000
T4,2016-07-10,21,S,Navicula.vmsp5,0.000
T4,2016-07-10,11,SP,Navicula.vmsp5,0.000
T4,2016-07-10,16,SP,Navicula.vmsp5,0.000
T1,2015-05-22,1,F,Neidium.ampliatum,0.000
T1,2015-05-22,17,F,Neidium.ampliatum,0.000
T1,2015-05-22,18,F,Neidium.ampliatum,0.010
T1,2015-05-22,4,FP,Neidium.ampliatum,0.000
T1,2015-05-22,8,FP,Neidium.ampliatum,0.000
T1,2015-05-22,19,FP,Neidium.ampliatum,0.000
T1,2015-05-22,9,S,Neidium.ampliatum,0.000
T1,2015-05-22,14,S,Neidium.ampliatum,0.000
T1,2015-05-22,21,S,Neidium.ampliatum,0.000
T1,2015-05-22,12,SP,Neidium.ampliatum,0.000
T1,2015-05-22,16,SP,Neidium.ampliatum,0.000
T1,2015-05-22,24,SP,Neidium.ampliatum,0.000
T2,2015-08-18,5,F,Neidium.ampliatum,0.000
T2,2015-08-18,6,F,Neidium.ampliatum,0.000
T2,2015-08-18,18,F,Neidium.ampliatum,0.000
T2,2015-08-18,4,FP,Neidium.ampliatum,0.000
T2,2015-08-18,7,FP,Neidium.ampliatum,0.000
T2,2015-08-18,19,FP,Neidium.ampliatum,0.000
T2,2015-08-18,9,S,Neidium.ampliatum,0.000
T2,2015-08-18,10,S,Neidium.ampliatum,0.000
T2,2015-08-18,13,S,Neidium.ampliatum,0.000
T2,2015-08-18,12,SP,Neidium.ampliatum,0.000
T2,2015-08-18,15,SP,Neidium.ampliatum,0.000
T2,2015-08-18,24,SP,Neidium.ampliatum,0.000
T3,2016-02-19,1,F,Neidium.ampliatum,0.000
T3,2016-02-19,6,F,Neidium.ampliatum,0.000
T3,2016-02-19,18,F,Neidium.ampliatum,0.000
T3,2016-02-19,4,FP,Neidium.ampliatum,0.000
T3,2016-02-19,19,FP,Neidium.ampliatum,0.000
T3,2016-02-19,9,S,Neidium.ampliatum,0.000
T3,2016-02-19,13,S,Neidium.ampliatum,0.000
T3,2016-02-19,21,S,Neidium.ampliatum,0.000
T3,2016-02-19,12,SP,Neidium.ampliatum,0.000
T3,2016-02-19,16,SP,Neidium.ampliatum,0.000
T3,2016-02-19,23,SP,Neidium.ampliatum,0.000
T4,2016-07-10,1,F,Neidium.ampliatum,0.000
T4,2016-07-10,6,F,Neidium.ampliatum,0.000
T4,2016-07-10,18,F,Neidium.ampliatum,0.000
T4,2016-07-10,8,FP,Neidium.ampliatum,0.000
T4,2016-07-10,19,FP,Neidium.ampliatum,0.000
T4,2016-07-10,9,S,Neidium.ampliatum,0.000
T4,2016-07-10,13,S,Neidium.ampliatum,0.000
T4,2016-07-10,21,S,Neidium.ampliatum,0.000
T4,2016-07-10,11,SP,Neidium.ampliatum,0.000
T4,2016-07-10,16,SP,Neidium.ampliatum,0.000
T1,2015-05-22,1,F,Nitzschia.amphibia,0.600
T1,2015-05-22,17,F,Nitzschia.amphibia,0.160
T1,2015-05-22,18,F,Nitzschia.amphibia,0.150
T1,2015-05-22,4,FP,Nitzschia.amphibia,0.380
T1,2015-05-22,8,FP,Nitzschia.amphibia,0.070
T1,2015-05-22,19,FP,Nitzschia.amphibia,0.390
T1,2015-05-22,9,S,Nitzschia.amphibia,0.030
T1,2015-05-22,14,S,Nitzschia.amphibia,0.020
T1,2015-05-22,21,S,Nitzschia.amphibia,0.080
T1,2015-05-22,12,SP,Nitzschia.amphibia,0.050
T1,2015-05-22,16,SP,Nitzschia.amphibia,0.000
T1,2015-05-22,24,SP,Nitzschia.amphibia,0.070
T2,2015-08-18,5,F,Nitzschia.amphibia,0.250
T2,2015-08-18,6,F,Nitzschia.amphibia,0.070
T2,2015-08-18,18,F,Nitzschia.amphibia,0.350
T2,2015-08-18,4,FP,Nitzschia.amphibia,0.330
T2,2015-08-18,7,FP,Nitzschia.amphibia,0.210
T2,2015-08-18,19,FP,Nitzschia.amphibia,0.490
T2,2015-08-18,9,S,Nitzschia.amphibia,0.060
T2,2015-08-18,10,S,Nitzschia.amphibia,0.070
T2,2015-08-18,13,S,Nitzschia.amphibia,0.040
T2,2015-08-18,12,SP,Nitzschia.amphibia,0.070
T2,2015-08-18,15,SP,Nitzschia.amphibia,0.060
T2,2015-08-18,24,SP,Nitzschia.amphibia,0.060
T3,2016-02-19,1,F,Nitzschia.amphibia,0.460
T3,2016-02-19,6,F,Nitzschia.amphibia,0.010
T3,2016-02-19,18,F,Nitzschia.amphibia,0.150
T3,2016-02-19,4,FP,Nitzschia.amphibia,0.020
T3,2016-02-19,19,FP,Nitzschia.amphibia,0.500
T3,2016-02-19,9,S,Nitzschia.amphibia,0.000
T3,2016-02-19,13,S,Nitzschia.amphibia,0.000
T3,2016-02-19,21,S,Nitzschia.amphibia,0.000
T3,2016-02-19,12,SP,Nitzschia.amphibia,0.020
T3,2016-02-19,16,SP,Nitzschia.amphibia,0.000
T3,2016-02-19,23,SP,Nitzschia.amphibia,0.010
T4,2016-07-10,1,F,Nitzschia.amphibia,0.000
T4,2016-07-10,6,F,Nitzschia.amphibia,0.000
T4,2016-07-10,18,F,Nitzschia.amphibia,0.060
T4,2016-07-10,8,FP,Nitzschia.amphibia,0.010
T4,2016-07-10,19,FP,Nitzschia.amphibia,0.040
